	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	state	city	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)
1219	teocelo, veracruz			Veracruz	Teocelo	7291.16212795842	
1220	tepatlaxco, veracruz			Veracruz	Tepatlaxco	3353.851715337321	
1221	tepetlán, veracruz			Veracruz	Tepetlán	4393.444139160198	
1222	tepetzintla, veracruz			Veracruz	Tepetzintla	5719.876529361659	
1223	tequila, veracruz			Veracruz	Tequila	13187.115756644675	
1224	texcatepec, veracruz			Veracruz	Texcatepec	6091.202767103609	
1225	texhuacán, veracruz			Veracruz	Texhuacán	2630.180237733089	
1226	tezonapa, veracruz	150400000.0	8787.872	Veracruz	Tezonapa	26243.564256701276	198.6338929003663
1227	tierrablanca, veracruz	315100000.0	18411.293	Veracruz	TierraBlanca	21796.312610868863	18.385561572828486
1228	tihuatlán, veracruz	249960000.0	14605.1628	Veracruz	Tihuatlán	40200.5983462016	175.2492313622249
1229	tlachichilco, veracruz			Veracruz	Tlachichilco	5884.647957349266	
1230	tlacolulan, veracruz			Veracruz	Tlacolulan	4672.35895797146	
1231	tlacotepecdemejía, veracruz			Veracruz	TlacotepecdeMejía	1334.6292311282887	
1232	tlalixcoyan, veracruz	122750000.0	7172.2825	Veracruz	Tlalixcoyan	21410.32512496286	198.51480508419542
1233	tlalnelhuayocan, veracruz			Veracruz	Tlalnelhuayocan	19549.044318593806	
1234	tlaltetela, veracruz			Veracruz	Tlaltetela	11581.961328439398	
1235	tlapacoyan, veracruz	178320000.0	10419.2376	Veracruz	Tlapacoyan	11254.471671091535	8.016268590434429
1236	tlaquilpa, veracruz			Veracruz	Tlaquilpa	6694.987419401557	
1237	tlilapan, veracruz			Veracruz	Tlilapan	2583.872566050565	
1238	tomatlán, veracruz			Veracruz	Tomatlán	1626.5240220537146	
1239	tonayán, veracruz			Veracruz	Tonayán	3215.2791906107027	
1240	totutla, veracruz			Veracruz	Totutla	4733.424981634424	
1241	tuxpan, veracruz	466600000.0	27263.438000000002	Veracruz	Tuxpan	23621.16641914055	13.35954614696595
1242	ursulogalván, veracruz			Veracruz	UrsuloGalván	3877.091392846077	
1243	vegadealatorre, veracruz			Veracruz	VegadeAlatorre	2892.322350445464	
1244	veracruz, veracruz	2143000000.0	125215.49	Veracruz	Veracruz	59207.103043175535	52.715831688894454
1245	villaaldama, veracruz			Veracruz	VillaAldama	2476.9858691865115	
1246	xalapa, veracruz	1680400000.0	98185.772	Veracruz	Xalapa	16645.7951803159	83.04663207178744
1247	xico, veracruz	94210000.0	5504.6903	Veracruz	Xico	21754.140802441398	295.19281952049863
1248	xoxocotla, veracruz			Veracruz	Xoxocotla	2905.839421709448	
1249	yanga, veracruz			Veracruz	Yanga	6151.60939560335	
1250	yecuatla, veracruz			Veracruz	Yecuatla	4582.444394523098	
1251	zacualpan, veracruz			Veracruz	Zacualpan	4342.180395486052	
1252	zentla, veracruz			Veracruz	Zentla	4435.411184560409	
1253	zongolica, veracruz	109350000.0	6389.3205	Veracruz	Zongolica	15229.113522732096	138.35263112457883
1254	zontecomatlándelópezyfuentes, veracruz			Veracruz	ZontecomatlándeLópezyFuentes	12205.26144002951	
1255	zozocolcodehidalgo, veracruz			Veracruz	ZozocolcodeHidalgo	5673.886826686354	
1256	abalá, yucatán			Yucatán	Abalá	3761.284843600099	
1257	acanceh, yucatán			Yucatán	Acanceh	3508.9958354172336	
1258	akil, yucatán			Yucatán	Akil	1192.3539763950573	
1259	baca, yucatán			Yucatán	Baca	2450.0704443523423	
1260	bokobá, yucatán			Yucatán	Bokobá	2284.012498984123	
1261	buctzotz, yucatán			Yucatán	Buctzotz	849.934155906567	
1262	cacalchén, yucatán			Yucatán	Cacalchén	3236.846548777097	
1263	calotmul, yucatán			Yucatán	Calotmul	4092.2659269502565	
1264	cansahcab, yucatán			Yucatán	Cansahcab	1409.322275872746	
1265	cantamayec, yucatán			Yucatán	Cantamayec	2486.900437514231	
1266	celestún, yucatán			Yucatán	Celestún	417.34848766991706	
1267	cenotillo, yucatán			Yucatán	Cenotillo	692.4676452131821	
1268	chacsinkín, yucatán			Yucatán	Chacsinkín	1916.8189493915847	
1269	chankom, yucatán			Yucatán	Chankom	4314.305752029043	
1270	chapab, yucatán			Yucatán	Chapab	1100.66452422251	
1271	chemax, yucatán	79150000.0	4624.7345000000005	Yucatán	Chemax	12766.362156406227	176.04529852267683
1272	chichimilá, yucatán			Yucatán	Chichimilá	6431.405788500904	
1273	chicxulubpueblo, yucatán			Yucatán	ChicxulubPueblo	1083.355522367954	
1274	chikindzonot, yucatán			Yucatán	Chikindzonot	3162.5403231721757	
1275	chocholá, yucatán			Yucatán	Chocholá	5637.82843165575	
1276	chumayel, yucatán			Yucatán	Chumayel	464.69110167507944	
1277	conkal, yucatán			Yucatán	Conkal	2970.7735201305177	
1278	cuncunul, yucatán			Yucatán	Cuncunul	5545.565854998609	
1279	cuzamá, yucatán			Yucatán	Cuzamá	2490.3988373089346	
1280	dzán, yucatán			Yucatán	Dzán	1848.9405346672354	
1281	dzemul, yucatán			Yucatán	Dzemul	1456.7125127353356	
1282	dzidzantún, yucatán			Yucatán	Dzidzantún	758.2984683059257	
1283	dzilamdebravo, yucatán			Yucatán	DzilamdeBravo	96.66975436180476	
1284	dzilamgonzález, yucatán			Yucatán	DzilamGonzález	441.6465392566606	
1285	dzitás, yucatán			Yucatán	Dzitás	1512.6046092949368	
1286	dzoncauich, yucatán			Yucatán	Dzoncauich	615.2826454889491	
1287	espita, yucatán			Yucatán	Espita	8026.561593845924	
1288	halachó, yucatán			Yucatán	Halachó	8891.065025908523	
1289	hocabá, yucatán			Yucatán	Hocabá	3816.012050902682	
1290	hoctún, yucatán			Yucatán	Hoctún	2131.163539282611	
1291	homún, yucatán			Yucatán	Homún	3160.596777920377	
1292	huhí, yucatán			Yucatán	Huhí	2455.0150647281002	
1293	hunucmá, yucatán			Yucatán	Hunucmá	9182.091460794834	
1294	ixil, yucatán			Yucatán	Ixil	364.9256847153734	
1295	izamal, yucatán			Yucatán	Izamal	5010.160330845013	
1296	kanasín, yucatán	241990000.0	14139.4757	Yucatán	Kanasín	15961.330335917284	12.884881126937989
1297	kantunil, yucatán			Yucatán	Kantunil	1427.2913456333413	
1298	kaua, yucatán			Yucatán	Kaua	1139.7876480907055	
1299	kinchil, yucatán			Yucatán	Kinchil	3856.841134126905	
1300	kopomá, yucatán			Yucatán	Kopomá	1220.261094635516	
1301	mama, yucatán			Yucatán	Mama	1358.114377417699	
1302	maní, yucatán			Yucatán	Maní	3443.3995213899934	
1303	maxcanú, yucatán			Yucatán	Maxcanú	4417.321676602519	
1304	mayapán, yucatán			Yucatán	Mayapán	125.91555786227084	
1305	mérida, yucatán	3504000000.0	204738.72	Yucatán	Mérida	136277.10785872178	33.438526987605584
1306	mocochá, yucatán			Yucatán	Mocochá	1568.2489815076526	
1307	motul, yucatán	107030000.0	6253.7629	Yucatán	Motul	7116.028528279233	13.787948824846449
1308	muna, yucatán			Yucatán	Muna	3573.9458498578356	
1309	muxupip, yucatán			Yucatán	Muxupip	2339.9512201426505	
1310	opichén, yucatán			Yucatán	Opichén	1341.5349984879726	
1311	oxkutzcab, yucatán			Yucatán	Oxkutzcab	10172.427918915026	
1312	panabá, yucatán			Yucatán	Panabá	1275.846649225448	
1313	peto, yucatán			Yucatán	Peto	4991.027847408669	
1314	progreso, yucatán	196100000.0	11458.123	Yucatán	Progreso	9820.274750319884	14.294210750575076
1315	quintanaroo, yucatán			Yucatán	QuintanaRoo	801.8411282173741	
1316	ríolagartos, yucatán			Yucatán	RíoLagartos	963.6305465669083	
1317	sacalum, yucatán			Yucatán	Sacalum	2689.988358423968	
1318	samahil, yucatán			Yucatán	Samahil	3495.8362792347757	
1319	sanfelipe, yucatán			Yucatán	SanFelipe	1785.7772787619874	
1320	sanahcat, yucatán			Yucatán	Sanahcat	641.5957256947656	
1321	santaelena, yucatán			Yucatán	SantaElena	5173.306388584509	
1322	seyé, yucatán			Yucatán	Seyé	4934.860930036997	
1323	sinanché, yucatán			Yucatán	Sinanché	1387.261898427885	
1324	sotuta, yucatán			Yucatán	Sotuta	2955.966893772691	
1325	sucilá, yucatán			Yucatán	Sucilá	654.0062791834943	
1326	sudzal, yucatán			Yucatán	Sudzal	959.0058749178787	
1327	suma, yucatán			Yucatán	Suma	1209.8465728672725	
1328	tahdziú, yucatán			Yucatán	Tahdziú	691.2954107803972	
1329	tahmek, yucatán			Yucatán	Tahmek	1576.0433675767372	
1330	teabo, yucatán			Yucatán	Teabo	1844.0096710044438	
1331	tecoh, yucatán			Yucatán	Tecoh	6928.124258910556	
1332	tekaldevenegas, yucatán			Yucatán	TekaldeVenegas	619.0082233063006	
1333	tekantó, yucatán			Yucatán	Tekantó	1632.2729165348023	
1334	tekax, yucatán	116300000.0	6795.409000000001	Yucatán	Tekax	15683.888985757258	130.80125104695327
1335	tekit, yucatán			Yucatán	Tekit	559.0171729933311	
1336	tekom, yucatán			Yucatán	Tekom	5346.402581064382	
1337	telchacpueblo, yucatán			Yucatán	TelchacPueblo	868.820048420678	
1338	telchacpuerto, yucatán			Yucatán	TelchacPuerto	127.71615770708473	
1339	temax, yucatán			Yucatán	Temax	2129.5887964280414	
1340	temozón, yucatán			Yucatán	Temozón	4648.297689741137	
1341	tepakán, yucatán			Yucatán	Tepakán	1623.52128662818	
1342	tetiz, yucatán			Yucatán	Tetiz	3528.5766167934844	
1343	teya, yucatán			Yucatán	Teya	727.012459243791	
1344	ticul, yucatán	121420000.0	7094.5706	Yucatán	Ticul	11307.193564791209	59.378124516672074
1345	timucuy, yucatán			Yucatán	Timucuy	3874.460030843711	
1346	tinum, yucatán			Yucatán	Tinum	3546.6761547937126	
1347	tixcacalcupul, yucatán			Yucatán	Tixcacalcupul	4366.6219848071205	
1348	tixkokob, yucatán			Yucatán	Tixkokob	4823.874761899555	
1349	tixmehuac, yucatán			Yucatán	Tixmehuac	1440.2294375768122	
1350	tixpéhual, yucatán			Yucatán	Tixpéhual	2270.4576087163036	
1351	tizimín, yucatán	211470000.0	12356.1921	Yucatán	Tizimín	14847.005723407672	20.15842423984062
1352	tunkás, yucatán			Yucatán	Tunkás	3293.909436704734	
1353	tzucacab, yucatán			Yucatán	Tzucacab	8911.59276770598	
1354	uayma, yucatán			Yucatán	Uayma	3253.1820529390297	
1355	ucú, yucatán			Yucatán	Ucú	7822.072975187528	
1356	umán, yucatán	161370000.0	9428.8491	Yucatán	Umán	60333.6042946659	539.8830191763902
1357	valladolid, yucatán	230100000.0	13444.743	Yucatán	Valladolid	16432.24633718784	22.22060575786268
1358	xocchel, yucatán			Yucatán	Xocchel	1773.5210448710734	
1359	yaxcabá, yucatán			Yucatán	Yaxcabá	7167.9465809550675	
1360	yaxkukul, yucatán			Yucatán	Yaxkukul	1730.2321389596466	
1361	yobaín, yucatán			Yucatán	Yobaín	629.4742931262342	
1362	guadalupe, zacatecas	527500000.0	30821.825	Zacatecas	Guadalupe	29643.192786977284	3.8240182501286553
1363	huanusco, zacatecas			Zacatecas	Huanusco	5970.509061691891	
1364	jerez, zacatecas	199380000.0	11649.7734	Zacatecas	Jerez	15750.125981855965	35.19684410218627
1365	loreto, zacatecas	134300000.0	7847.149	Zacatecas	Loreto	12345.942703804241	57.33029542072211
1366	morelos, zacatecas			Zacatecas	Morelos	5022.557020734889	
1367	moyahuadeestrada, zacatecas			Zacatecas	MoyahuadeEstrada	2861.2437284225116	
1368	noriadeángeles, zacatecas			Zacatecas	NoriadeÁngeles	9175.242121045269	
1369	pinos, zacatecas	179590000.0	10493.4437	Zacatecas	Pinos	34267.66267639977	226.56260095434416
1370	susticacán, zacatecas			Zacatecas	Susticacán	2200.0582116373716	
1371	tabasco, zacatecas			Zacatecas	Tabasco	4300.1521078441065	
1372	tepetongo, zacatecas			Zacatecas	Tepetongo	5693.305531000795	
1373	vetagrande, zacatecas			Zacatecas	Vetagrande	3433.534063972674	
1374	villagarcía, zacatecas			Zacatecas	VillaGarcía	9347.453108310843	
1375	zacatecas, zacatecas	512100000.0	29922.003	Zacatecas	Zacatecas	50714.44648832521	69.48880891538313
