	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	region	state	city	NAME	LABEL	FIPSCODE
143	city of marshall-51940	535194451.45212	27899.68675419901	724.9756622035519	97.40149174938516	michigan			Marshall	City of Marshall	51940.0
144	city of romulus-69420	2083691036.20848	108622.81371754808	186105.16448336624	71.33156296917106	michigan			Romulus	City of Romulus	69420.0
145	city of whittemore-87140	16165911.2793496	842.7289549924946	20.148065452049597	97.60918794439324	michigan			Whittemore	City of Whittemore	87140.0
146	city of bridgman-10580	188956339.664328	9850.293986701416	1165.6712439517466	88.16612737116797	michigan			Bridgman	City of Bridgman	10580.0
147	city of zilwaukee-89320	155822055.05882	8123.003730216286	2324.090602768892	71.3887783391796	michigan			Zilwaukee	City of Zilwaukee	89320.0
148	city of bad axe-04740			36.46349003687582		michigan			Bad Axe	City of Bad Axe	4740.0
149	city of highland park-38180	689600934.6723999	35948.8967244722	25666.297662939924	28.603378680415524	michigan			Highland Park	City of Highland Park	38180.0
150	city of evart-26640	210582585.31678	10977.67017256374	396.78171365515857	96.3855562481115	michigan			Evart	City of Evart	26640.0
151	city of hastings-37120	456775714.113	23811.717976710686	1151.7182573021396	95.1632290520634	michigan			Hastings	City of Hastings	37120.0
152	city of gibraltar-32020	182390418.3481	9508.012508486452	9478.04710768086	0.3151594592334339	michigan			Gibraltar	City of Gibraltar	32020.0
153	city of hamtramck-36280	950329805.4376	49540.69275746208	19727.08571105563	60.18003662638684	michigan			Hamtramck	City of Hamtramck	36280.0
154	city of rockford-69080	267661199.18548	13953.178313539072	1711.3886792525575	87.73477525481087	michigan			Rockford	City of Rockford	69080.0
155	city of saginaw-70520	3363653988.1504	175347.28240228034	33156.47901522961	81.09096499188263	michigan			Saginaw	City of Saginaw	70520.0
156	city of ypsilanti-89140			10370.368843716324		michigan			Ypsilanti	City of Ypsilanti	89140.0
157	city of norway-59220	167231253.24751997	8717.765231793215	26.442460099353514	99.69668304437796	michigan			Norway	City of Norway	59220.0
158	city of three rivers-79760	667517596.8828399	34797.692325502445	764.3444069787552	97.8034623680531	michigan			Three Rivers	City of Three Rivers	79760.0
159	city of south haven-74980	338963843.45736	17670.185159432174	1931.248104867286	89.07058365578924	michigan			South Haven	City of South Haven	74980.0
160	city of allegan-01260	388511172.96808	20253.087446826008	743.485196570398	96.32902786539384	michigan			Allegan	City of Allegan	1260.0
161	city of vassar-81840	101330213.330424	5282.344020915003	56.48428181989417	98.93069664534818	michigan			Vassar	City of Vassar	81840.0
162	city of greenville-35100	592920955.6463199	30908.96941784265	389.8015542953703	98.73887236735123	michigan			Greenville	City of Greenville	35100.0
163	city of clawson-16160	618882207.2665999	32262.32946480785	14730.498869782514	54.34149017091056	michigan			Clawson	City of Clawson	16160.0
164	city of swartz creek-77700	227620175.54346	11865.83975108057	14423.454966466856	21.554439205648087	michigan			Swartz Creek	City of Swartz Creek	77700.0
165	city of southfield-74900	7566117462.138	394421.7033012539	145482.662933286	63.11494481271779	michigan			Southfield	City of Southfield	74900.0
166	city of ionia-40860	611949878.8463199	31900.947184258657	339.52737066086	98.93568247770274	michigan			Ionia	City of Ionia	40860.0
167	city of lowell-49540	185099376.256792	9649.230484266567	823.9977009954628	91.46048275726214	michigan			Lowell	City of Lowell	49540.0
168	city of dowagiac-22880	269308197.6678	14039.036344422411	261.7224620906811	98.13575194429453	michigan			Dowagiac	City of Dowagiac	22880.0
169	city of bessemer-07960	129886392.822308	6770.977657826916	18.340914739983305	99.72912457156342	michigan			Bessemer	City of Bessemer	7960.0
170	city of jackson-41420	2208146718.52152	115110.68843652682	9112.568384428392	92.08364704598812	michigan			Jackson	City of Jackson	41420.0
171	city of corunna-18300	164982904.24665198	8600.558798377968	71.22249622863407	99.17188524724618	michigan			Corunna	City of Corunna	18300.0
172	city of ithaca-41340	207652600.875344	10824.930083631683	85.22653999446992	99.21268276713084	michigan			Ithaca	City of Ithaca	41340.0
173	city of bloomfield hills-09180	222692483.744776	11608.959177615172	22484.9647155252	93.68631047373782	michigan			Bloomfield Hills	City of Bloomfield Hills	9180.0
174	city of caspian-13860	63097880.204632	3289.292495067466	19.875518578322318	99.3957509522754	michigan			Caspian	City of Caspian	13860.0
175	city of riverview-68880	459062447.18952	23930.92537198968	24946.358369839745	4.243183170169415	michigan			Riverview	City of Riverview	68880.0
176	city of lake angelus-44440	67290064.5395288	3507.8310644456365	1786.5971182509634	49.06832497267624	michigan			Lake Angelus	City of Lake Angelus	44440.0
177	city of sault ste marie-71740	743442641.6955599	38755.664911589534	49736.05679063485	28.332353229119107	michigan			Sault Ste Marie	City of Sault Ste Marie	71740.0
178	city of keego harbor-42460	175179001.28722003	9132.08133710278	2099.6506295429326	77.00797274973613	michigan			Keego Harbor	City of Keego Harbor	42460.0
179	city of cheboygan-15000	227444566.6278	11856.685258307212	1513.8524463141798	87.23207698160392	michigan			Cheboygan	City of Cheboygan	15000.0
180	city of fremont-30700	237189332.681712	12364.679912697646	128.09122622633478	98.96405546176092	michigan			Fremont	City of Fremont	30700.0
181	city of st clair-70680	546923914.3985244	28511.14365759508	3538.9473513388075	87.58749423088797	michigan			St Clair	City of St Clair	70680.0
182	city of menominee-53020	660289868.35936	34420.91083757344	261.6994729697698	99.23970787930428	michigan			Menominee	City of Menominee	53020.0
183	city of whitehall-86780	321944809.073016	16782.982896976322	205.15122992383783	98.77762355367231	michigan			Whitehall	City of Whitehall	86780.0
184	city of stephenson-76380	43335708.940692	2259.0905070782737	14.37283046081976	99.3637780152771	michigan			Stephenson	City of Stephenson	76380.0
185	city of madison heights-50560	3027914557.24892	157845.1858693862	50668.25706691491	67.90003015432988	michigan			Madison Heights	City of Madison Heights	50560.0
186	city of coopersville-18020	291562505.412436	15199.153407150288	278.12679973329966	98.1701165039728	michigan			Coopersville	City of Coopersville	18020.0
187	city of marine city-51600	211223442.100848	11011.078036717205	731.8442912126302	93.35356366767864	michigan			Marine City	City of Marine City	51600.0
188	city of monroe-55020	1331373667.50712	69404.50928714615	10267.795646711656	85.20586666173105	michigan			Monroe	City of Monroe	55020.0
189	city of south lyon-75100	467625462.62952	24377.315366876875	5094.189195573971	79.10274729228061	michigan			South Lyon	City of South Lyon	75100.0
190	city of saline-71140	757097794.3042799	39467.50801708211	26906.12665908856	31.82714589569932	michigan			Saline	City of Saline	71140.0
191	city of trenton-80420	1273263322.5563998	66375.21700486512	24691.32098706437	62.80039131886445	michigan			Trenton	City of Trenton	80420.0
192	city of owosso-61940	933859820.6144	48682.11244862867	1981.422089386288	95.92987651988774	michigan			Owosso	City of Owosso	61940.0
193	city of gaylord-31720	256260156.72808	13358.84197023481	1984.893515819902	85.14172470755702	michigan			Gaylord	City of Gaylord	31720.0
194	city of sturgis-76960	970382303.98832	50586.02950691112	390.962967577441	99.22713252771888	michigan			Sturgis	City of Sturgis	76960.0
195	city of woodhaven-88380	845542780.9187601	44078.14516929496	19535.231998539195	55.68045814199204	michigan			Woodhaven	City of Woodhaven	88380.0
196	city of rochester hills-69035	4876221434.5212	254197.4233815901	78546.90230014893	69.10003993933576	michigan			Rochester Hills	City of Rochester Hills	69035.0
197	city of frankenmuth-30200	374639632.7872	19529.96405719673	432.92099530021255	97.78329855583792	michigan			Frankenmuth	City of Frankenmuth	30200.0
198	city of east tawas-24420	256517172.755628	13372.240215750888	59.22012855066898	99.55714130470888	michigan			East Tawas	City of East Tawas	24420.0
199	city of detroit-22000	36205444513.504	1887389.8224889636	1354200.445884541	28.250092813433117	michigan			Detroit	City of Detroit	22000.0
200	city of manistee-50720	392133192.96112	20441.90334906318	382.5826792553854	98.12843905617568	michigan			Manistee	City of Manistee	50720.0
201	city of jonesville-41920	215660805.603748	11242.397796123383	147.09729713937568	98.69158430606238	michigan			Jonesville	City of Jonesville	41920.0
202	city of olivet-60580	60243541.724632	3140.495830105066	84.77561029362704	97.30056606090794	michigan			Olivet	City of Olivet	60580.0
203	city of lake city-44480	49704816.43988	2591.112081010944	24.07745584480676	99.070767489324	michigan			Lake City	City of Lake City	44480.0
204	city of clare-15920	202144000.024904	10537.766721298243	868.834865577392	91.7550379643406	michigan			Clare	City of Clare	15920.0
205	city of escanaba-26360	1046323660.26364	54544.85240954355	10870.02150458674	80.07140724669952	michigan			Escanaba	City of Escanaba	26360.0
206	city of grosse pointe-35480	230054174.815744	11992.724133144737	2285.677394574857	80.9411325633861	michigan			Grosse Pointe	City of Grosse Pointe	35480.0
207	city of flint-29000	5636994521.76468	293856.52441959275	78941.98843100246	73.13587350598262	michigan			Flint	City of Flint	29000.0
208	city of lathrup village-46320	288628645.4450039	15046.211287048054	9555.303321803513	36.493625275428485	michigan			Lathrup Village	City of Lathrup Village	46320.0
209	city of lapeer-46040	593176849.484	30922.30916360092	1201.835044277078	96.11337226492849	michigan			Lapeer	City of Lapeer	46040.0
210	city of kalamazoo-42160	5170611566.84	269543.9809793692	34833.97764894776	87.07669986828088	michigan			Kalamazoo	City of Kalamazoo	42160.0
211	city of dearborn-21000	6543579204.8688	341116.78394981055	244447.85830164907	28.338953166955463	michigan			Dearborn	City of Dearborn	21000.0
212	city of pleasant ridge-64900	108687519.919004	5665.8804133776775	3918.982881457968	30.831881445911208	michigan			Pleasant Ridge	City of Pleasant Ridge	64900.0
213	city of rochester-69020	703281826.8659999	36662.08163452458	6360.40860917776	82.6512616698006	michigan			Rochester	City of Rochester	69020.0
214	city of milan-53920	274377140.0336	14303.280309951566	2302.3396088652835	83.90341544755002	michigan			Milan	City of Milan	53920.0
215	city of laingsburg-44200	46038142.264344	2399.9683562402524	201.2113207966324	91.6160844257194	michigan			Laingsburg	City of Laingsburg	44200.0
216	city of montague-55100	143308996.59738	7470.69799262142	999.3874631247236	86.6225690810713	michigan			Montague	City of Montague	55100.0
217	city of hancock-36300	240504280.069536	12537.488120024913	1745.2157207046123	86.08002094201669	michigan			Hancock	City of Hancock	36300.0
218	city of bangor-05140	86265250.03361599	4497.007484252402	106.74553046707976	97.62629858098124	michigan			Bangor	City of Bangor	5140.0
219	city of ironwood-41060	392700798.3646	20471.4926187466	702.6539405476428	96.56764675818414	michigan			Ironwood	City of Ironwood	41060.0
220	city of fennville-27740	50003044.97976401	2606.6587347950976	159.95266941779704	93.8636896620696	michigan			Fennville	City of Fennville	27740.0
221	city of st louis-71000	233731561.72955945	12184.426312961932	619.4880310584712	94.91573903319969	michigan			St Louis	City of St Louis	71000.0
222	city of north muskegon-58640	167008161.71267998	8706.135470082007	3860.222144980603	55.66089962365079	michigan			North Muskegon	City of North Muskegon	58640.0
223	city of howell-39540	594200424.83472	30975.668146633958	1642.508412531756	94.6974237819298	michigan			Howell	City of Howell	39540.0
224	city of pinconning-64160	69783592.7084	3637.8186878888914	120.3175623875038	96.69259045845062	michigan			Pinconning	City of Pinconning	64160.0
225	city of tawas city-78140	102332838.25796	5334.610858387454	35.541489568237786	99.33375665982538	michigan			Tawas City	City of Tawas City	78140.0
226	city of sterling heights-76460	9843749077.4772	513154.6394088864	229076.2742814345	55.35921207975196	michigan			Sterling Heights	City of Sterling Heights	76460.0
227	city of brown city-11180	53664137.382488005	2797.5114817490994	123.54633058844335	95.58370604036992	michigan			Brown City	City of Brown City	11180.0
228	city of oak park-59920	1530235343.0693998	79771.16843420781	34471.43857700948	56.787095822170144	michigan			Oak Park	City of Oak Park	59920.0
229	city of munising-56200	166228628.31998402	8665.498394320766	423.319806164016	95.11488218102431	michigan			Munising	City of Munising	56200.0
230	city of gladwin-32320	128546466.94520402	6701.127321853485	86.08071423839986	98.71542935831592	michigan			Gladwin	City of Gladwin	32320.0
231	city of perry-63700	76388586.43431202	3982.137010820685	249.8317287808644	93.72618952833628	michigan			Perry	City of Perry	63700.0
232	city of hillsdale-38460	413576796.15648	21559.7583836373	921.4953121846768	95.7258551056674	michigan			Hillsdale	City of Hillsdale	38460.0
233	city of inkster-40680	875956435.1135601	45663.60896246989	49287.31619827314	7.935656681848151	michigan			Inkster	City of Inkster	40680.0
234	city of st joseph-70960	776464212.2263892	40477.07938336166	6931.668029697017	82.87507859930646	michigan			St Joseph	City of St Joseph	70960.0
235	city of carson city-13600	48915047.2936768	2549.9414154193714	29.905287187799644	98.82721669576549	michigan			Carson City	City of Carson City	13600.0
236	city of caseville-13760	67058592.8354152	3495.764444510194	57.36901495391714	98.3588992947162	michigan			Caseville	City of Caseville	13760.0
237	city of eaton rapids-24540	238278003.68172	12421.432331928065	1084.828325690738	91.26647960797328	michigan			Eaton Rapids	City of Eaton Rapids	24540.0
238	city of grand haven-33340	1078368001.47816	56215.32391705647	5690.014753126791	89.87817848115188	michigan			Grand Haven	City of Grand Haven	33340.0
239	city of cadillac-12320	895290186.5390401	46671.47742428016	866.8747572969314	98.14260270910997	michigan			Cadillac	City of Cadillac	12320.0
240	city of cedar springs-14200	143291562.94491202	7469.789176318263	491.33544282895343	93.42236532743588	michigan			Cedar Springs	City of Cedar Springs	14200.0
241	city of hudsonville-39800	401080049.15764	20908.30296258777	7384.6094211252175	64.68097179221645	michigan			Hudsonville	City of Hudsonville	39800.0
242	city of st ignace-70840	234462174.5492969	12222.513159254844	3.836104189921109	99.96861444009151	michigan			St Ignace	City of St Ignace	70840.0
243	city of linden-47820	128428052.425728	6694.9543729532	2929.683328298412	56.24042876029184	michigan			Linden	City of Linden	47820.0
244	city of albion-00980	554095427.7332801	28884.99464773589	1017.0563586755686	96.47894565645944	michigan			Albion	City of Albion	980.0
245	city of harbor springs-36560	112397471.608972	5859.28019497571	448.7079509085605	92.34192706310029	michigan			Harbor Springs	City of Harbor Springs	36560.0
246	city of ferndale-27880	1396776986.83172	72813.98432353756	28328.78761903432	61.09430368051309	michigan			Ferndale	City of Ferndale	27880.0
247	city of village of douglas-22740	144473313.558824	7531.393835821495	317.30933076874913	95.78684453786585	michigan			Village of Douglas	City of Village of Douglas	22740.0
248	city of burton-12060	1570724180.92736	81881.85155174328	40306.36632635875	50.77496959031501	michigan			Burton	City of Burton	12060.0
249	city of alpena-01740	722878355.46948	37683.648670624	350.0514484205096	99.07107867531576	michigan			Alpena	City of Alpena	1740.0
250	city of dewitt-22120	164775181.362184	8589.730204410651	1879.2066150224184	78.12263516661461	michigan			Dewitt	City of Dewitt	22120.0
251	city of rockwood-69180	125231519.55738	6528.319114526219	7573.951280860609	16.016866638883272	michigan			Rockwood	City of Rockwood	69180.0
252	city of ludington-49640	710804955.49268	37054.26232983341	10022.110140363377	72.9528817733492	michigan			Ludington	City of Ludington	49640.0
