	NAME	LABEL	FIPSCODE	municipality	edgar_emission_2015(tons_CO2)
1508	Lincoln	Lincoln Township	47580	Lincoln Township-47580	1394.8010097110928
1509	Kochville	Kochville Township	43800	Kochville Township-43800	16494.651585426465
1510	Sauble	Sauble Township	71680	Sauble Township-71680	508.7315366340935
1511	Eden	Eden Township	24800	Eden Township-24800	271.8677396099226
1512	Grand Haven	Grand Haven Township	33360	Grand Haven Township-33360	32334.097931267417
1513	Hayes	Hayes Township	37320	Hayes Township-37320	2443.1212712135093
1514	Kasson	Kasson Township	42320	Kasson Township-42320	1496.0789650533761
1515	Rubicon	Rubicon Township	70140	Rubicon Township-70140	111.98030522046776
1516	Brant	Brant Township	10100	Brant Township-10100	3939.0829636609183
1517	Merritt	Merritt Township	53220	Merritt Township-53220	764.6472591017489
1518	Highland	Highland Township	38100	Highland Township-38100	1453.8972538283979
