	municipality	state_x	city_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	state_y	city_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
675	teotitlándelvalle, oaxaca	Oaxaca	TeotitlándelValle	838884.0	2152.0	836732.0			496.61874134455434	11	11	496.61874134455434	Oaxaca	TeotitlándelValle	44.974652670039475	5891.679499775171	108894307.20922299	5.4104568464311474e-05																																																			None				18704.77169539536		11076.965798013132			
676	tlacoluladematamoros, oaxaca	Oaxaca	TlacoluladeMatamoros	2457575.0	19817.0	2437758.0	356015.7289520942	539.0	1012604.4695437655	12741	13280	1368620.1984958597	Oaxaca	TlacoluladeMatamoros	136.02772986676013	22852.6586176157	136149197.8746262	0.00016785011571393693																																																			None				54765.512930075405	29693.359994300226	32432.136757190652			
677	tlalixtacdecabrera, oaxaca	Oaxaca	TlalixtacdeCabrera	1624499.0	29592.0	1594907.0	156996.09570754285	205.0	560659.2683447022	7195	7400	717655.364052245	Oaxaca	TlalixtacdeCabrera	103.51793461454284	10041.239657610655	82274958.20075667	0.00012204490743233592																																																			None				36162.43030260396	15639.445652374885	21415.391225202064			
678	trinidadzaachila, oaxaca	Oaxaca	TrinidadZaachila	488759.0	10341.0	478418.0	11387.038009247202	22.0	61102.31066002635	721	743	72489.34866927356	Oaxaca	TrinidadZaachila	104.52811406276844	2822.259079694748	21387659.114981867	0.00013195736216488414																																																			None				10876.744150121162	1590.1571567071808	6441.207885701751			
679	villadezaachila, oaxaca	Oaxaca	VilladeZaachila	3529021.0	7862.0	3521159.0	203218.26802653272	319.0	1390283.605776124	18407	18726	1593501.8738026565	Oaxaca	VilladeZaachila	400.09513562796064	39209.323291540146	81624198.65451771	0.0004803639599268519	312.0	Villa de Zaachila	2016.0	8583041.0		38666.0	URB				63000000.0	23000000.0									11000000.0	2900000.0					390000.0				570000.0					72000000.0	13000000.0														POINT (-96.72065 16.93074)	86000000.0	99860000.0	5834.8198	78690.09897059364	35065.70173163691	46600.27661038555	1248.6294635970357	500.9731736983018	698.6583683421645
680	villadíazordaz, oaxaca	Oaxaca	VillaDíazOrdaz	671207.0		671207.0	9139.588807481914	18.0	103697.88770020995	1447	1465	112837.47650769187	Oaxaca	VillaDíazOrdaz	19.191095208267345	6563.354561227432	284628969.7809794	2.3059334284482362e-05																																																			None					2495.296944106004				
681	acajete, puebla	Puebla	Acajete	6159961.0	11767.0	6148194.0	469507.3487616844	835.0	2083502.9483159578	21616	22451	2553010.2970776423	Puebla	Acajete	313.7440644491551	67454.97385656834	177193303.87745497	0.00038068579557170787	360.0	Acajete	2016.0	8583047.0		66506.0	URB				92000000.0	25000000.0									17000000.0	3000000.0					420000.0				840000.0					110000000.0	14000000.0														POINT (-97.94726 19.10275)	117000000.0	145260000.0	8487.5418	137359.35823509327	55844.06003213573	81344.21194682222	1518.364438983891	557.9532843318159	858.3954207662603
682	acateno, puebla	Puebla	Acateno	631533.0		631533.0	63082.5782817715	114.0	307023.5273076441	3391	3505	370106.1055894156	Puebla	Acateno	40.369484134250214	9083.133930206299	181796816.39631045	4.996310777195018e-05																																																			None					8107.260751458133				
683	acatzingo, puebla	Puebla	Acatzingo	4713132.0	21701.0	4691431.0	333899.1918249806	467.0	1008496.4787864112	12647	13114	1342395.6706113918	Puebla	Acatzingo	324.1940400327955	56733.95700573921	140989984.57492802	0.00040239707222315777	315.0	Acatzingo	2016.0	8583050.0		57430.0	URB				80000000.0	38000000.0									15000000.0	4700000.0					640000.0				730000.0					92000000.0	21000000.0														POINT (-97.76781 19.00937)	118000000.0	134070000.0	7833.7101	105067.24941229128	29160.108224700536	62220.825101958886	1241.2195252450213	272.23879684672704	694.2702028501013
684	acteopan, puebla	Puebla	Acteopan	341922.0		341922.0	7564.719748060087	16.0	131900.68690563156	1961	1977	139465.40665369167	Puebla	Acteopan	34.82067225595097	3168.6811752915382	75504583.76703183	4.196673919915184e-05																																																			None					3092.8620573804105				
685	ahuacatlán, puebla	Puebla	Ahuacatlán	590385.0		590385.0	48872.704598084565	93.0	403983.629727049	5346	5439	452856.33432513353	Puebla	Ahuacatlán	136.92194100607813	15472.179333686829	91860714.31782353	0.0001684308624049617																																																			None					9986.03362936298				
686	ahuatlán, puebla	Puebla	Ahuatlán	330805.0	1563.0	329242.0	1674.052868958089	4.0	33651.777513290785	456	460	35325.830382248874	Puebla	Ahuatlán	13.940774921748949	3206.3782320022583	185714032.08116484	1.726513713622316e-05																																																			None				7374.3601693878	783.9703213041141	4367.096092311454			
687	ahuazotepec, puebla	Puebla	Ahuazotepec	1165937.0	23934.0	1142003.0	165918.34362891933	302.0	610907.5566309866	6208	6510	776825.900259906	Puebla	Ahuazotepec	148.69194924203973	11300.58814239502	61118068.39220896	0.00018489766512050902																																																			None				25948.241673283082	16938.30563845155	15366.54871891824			
688	aljojuca, puebla	Puebla	Aljojuca	800416.0		800416.0	113244.69111670529	191.0	282457.5816235391	2930	3121	395702.2727402444	Puebla	Aljojuca	117.97695249585963	7904.455817222595	52865819.03385067	0.00014951921603940856																																																			None					8561.015495498788				
689	amixtlán, puebla	Puebla	Amixtlán	235650.0		235650.0	16981.190945383187	31.0	127583.25037024991	1717	1748	144564.4413156331	Puebla	Amixtlán	87.25736999511719	4973.67008972168	44750163.46069849	0.00011114305971395545																																																			None					3184.6006709922276				
690	amozoc, puebla	Puebla	Amozoc	7076507.0	42720.0	7033787.0	596084.634247313	921.0	2707133.5336905373	31520	32441	3303218.16793785	Puebla	Amozoc	845.5673078666715	143746.44233733416	135912776.45111313	0.0010576374502145407	566.0	Amozoc	2016.0	8583061.0		119419.0	URB				170000000.0	66000000.0									32000000.0	8000000.0					1100000.0				1600000.0					200000000.0	36000000.0														POINT (-98.04154 19.05019)	236000000.0	278700000.0	16284.441	157728.99454423308	72280.55445197548	93407.11056909482	868.5870982260494	343.86266898553947	473.5972795694664
691	aquixtla, puebla	Puebla	Aquixtla	1506223.0	46604.0	1459619.0	541623.1117486577	460.0	470330.3137190046	5709	6169	1011953.4254676623	Puebla	Aquixtla	39.440881421600565	8164.2624542713165	167278396.7657229	4.880643652811634e-05																																																			None				33484.77651796092	21305.18240500084	19829.684653936456			
692	atempan, puebla	Puebla	Atempan	1849866.0	1733.0	1848133.0	146877.91624689323	222.0	1006741.304503852	14344	14566	1153619.2207507452	Puebla	Atempan	472.873449620554	27899.533527612686	48383463.481026314	0.0005766336578726646																																																			None				41253.88216817665	25386.458621815655	24430.54901999421			
693	atlequizayan, puebla	Puebla	Atlequizayan	114682.0		114682.0	5958.784663991513	8.0	53304.355556294126	877	885	59263.14022028564	Puebla	Atlequizayan	179.8916019797325	2878.26563167572	12586100.883482091	0.00022868604489362828																																																			None					1307.8446318654114				
694	atlixco, puebla	Puebla	Atlixco	12110267.0	464640.0	11645627.0	3241786.676203461	3570.0	5331445.394809001	60470	64040	8573232.071012462	Puebla	Atlixco	360.5700877311336	129444.66149547696	295378891.276138	0.0004382326067249819	140.0	Atlixco	2016.0	8583065.0		135510.0	URB				240000000.0	110000000.0									44000000.0	14000000.0					1900000.0				2200000.0					270000000.0	64000000.0														POINT (-98.42744 18.90146)	350000000.0	396100000.0	23144.123	269012.8174109915	183641.36903616003	159309.39047078916	1062.337485896491	693.4686876498195	588.336259147902
695	atoyatempan, puebla	Puebla	Atoyatempan	900146.0	1190.0	898956.0	100343.20362178625	139.0	257606.9438296235	3295	3434	357950.1474514097	Puebla	Atoyatempan	203.631398071261	6923.467534422874	27190494.97717921	0.00025462822726227276																																																			None				20073.35637624024	7749.145556866719	11887.441646009469			
696	atzala, puebla	Puebla	Atzala	185261.0	2549.0	182712.0	1742.3617298805375	4.0	10016.491815805774	117	121	11758.853545686312	Puebla	Atzala	90.17128711087364	1262.3980195522308	11428458.744400416	0.00011046091584053414																																																			None				4125.96128091564	258.1918684690977	2443.3942705582417			
697	atzitzihuacán, puebla	Puebla	Atzitzihuacán	1312298.0	250.0	1312048.0	67210.43243811169	118.0	593889.9277506787	7874	7992	661100.3601887905	Puebla	Atzitzihuacán	75.74250021414323	12497.512535333633	130588275.86534546	9.570164283522889e-05																																																			None				29267.85899071512	14587.725383574409	17332.426094301492			
698	atzitzintla, puebla	Puebla	Atzitzintla	754594.0	2108.0	752486.0	45062.84063038274	85.0	307102.4996077033	3969	4054	352165.340238086	Puebla	Atzitzintla	52.36193709459133	8744.443494796753	133859276.72291565	6.532564428013059e-05																																																			None				16824.93783285096	7749.197916769941	9963.728184614338			
699	ayotoxcodeguerrero, puebla	Puebla	AyotoxcodeGuerrero	505233.0		505233.0	38470.37573413096	70.0	283011.9217792191	3606	3676	321482.2975133501	Puebla	AyotoxcodeGuerrero	66.23319663648252	8941.48154592514	107052852.92051698	8.352399120613702e-05																																																			None					7080.260427183721				
700	calpan, puebla	Puebla	Calpan	1560331.0	1125.0	1559206.0	139727.812279244	276.0	658923.9489375507	7416	7692	798651.7612167946	Puebla	Calpan	167.3502422209297	14057.420346558094	67101013.41374147	0.00020949639403924867																																																			None				34797.745204433646	17486.24344385748	20607.224710065602			
701	camocuautla, puebla	Puebla	Camocuautla	86103.0		86103.0	6384.854367356106	13.0	53637.86307723842	673	686	60022.71744459453	Puebla	Camocuautla	136.10533509254455	2722.106701850891	16415632.878254702	0.00016582404845668695																																																			None					1323.7908191290842				
702	cañadamorelos, puebla	Puebla	CañadaMorelos	2246958.0	31445.0	2215513.0	706196.3647127307	590.0	853558.9090371835	11379	11969	1559755.2737499143	Puebla	CañadaMorelos	65.79689324449008	19541.677293613553	246058132.24182123	7.941894509061935e-05																																																			None				50040.93039959952	33138.65976681787	29634.238982642833			
703	caxhuacan, puebla	Puebla	Caxhuacan	139233.0		139233.0	28449.30363603583	49.0	68492.73764668788	753	802	96942.0412827237	Puebla	Caxhuacan	203.71831432141755	3870.6479721069336	14082625.29119429	0.0002748527275327852																																																			None					2095.6923631615746				
704	chalchicomuladesesma, puebla	Puebla	ChalchicomuladeSesma	3696361.0	28548.0	3667813.0	597936.0261858215	784.0	1393727.5324560753	17286	18070	1991663.5586418968	Puebla	ChalchicomuladeSesma	97.13383462560981	46721.37445491832	391792557.1804098	0.00011925028589403346	213.0	Chalchicomula de Sesma	2016.0	8583090.0		47390.0	URB				80000000.0	26000000.0									15000000.0	3100000.0					430000.0				730000.0					91000000.0	14000000.0														POINT (-97.43335 18.97053)	106000000.0	124260000.0	7260.5118	82374.01722566245	43024.368989785704	48781.8930010373	1034.548355470787	492.580387925073	571.8795361098001
705	chapulco, puebla	Puebla	Chapulco	685077.0		685077.0	1932.840041850257	5.0	40519.681521238665	563	568	42452.52156308892	Puebla	Chapulco	76.83258538758545	8758.914734184742	87466310.47367546	0.00010014043906448864																																																			None					942.3140963878847				
706	chiautzingo, puebla	Puebla	Chiautzingo	3077986.0	26075.0	3051911.0	2292407.559236805	1399.0	850798.1909548921	8356	9755	3143205.750191697	Puebla	Chiautzingo	202.85348454520107	20285.348454520106	81319471.83388391	0.0002494525357463977																																																			None				68588.05100603183	64751.084451773684	40617.84380577205			
707	chichiquila, puebla	Puebla	Chichiquila	934877.0		934877.0	20248.717490172323	41.0	621295.3641929614	9788	9829	641544.0816831337	Puebla	Chichiquila	183.0226475304931	25074.10271167755	109725132.73395807	0.00022851740605748697																																																			None					14261.206984570987				
708	chiconcuautla, puebla	Puebla	Chiconcuautla	582924.0		582924.0	43695.43915133053	91.0	462766.51207903674	6651	6742	506461.9512303673	Puebla	Chiconcuautla	159.61097015653337	17876.42865753174	90315231.14371386	0.00019793370875711896																																																			None					11193.698545196377				
709	chietla, puebla	Puebla	Chietla	3248594.0	22444.0	3226150.0	22107.757475114347	22.0	102014.61764520296	1276	1298	124122.37512031732	Puebla	Chietla	85.26015056182842	34445.10082697868	327076140.9165054	0.00010531217816884931	218.0	Chietla	2016.0	8583095.0		35638.0	URB				68000000.0	17000000.0									13000000.0	2100000.0					290000.0				620000.0					78000000.0	9500000.0														POINT (-98.62451 18.50496)	85000000.0	103510000.0	6048.089300000001	72401.63297231015	2716.7073826324895	42876.247046202065	1097.0992718693842	55.081559681460234	608.9221888010493
710	chignahuapan, puebla	Puebla	Chignahuapan	6286810.0	50518.0	6236292.0	1885236.4902103436	2043.0	3262051.948183419	37334	39377	5147288.438393763	Puebla	Chignahuapan	67.71059300436826	63851.08920311928	763860029.3519737	8.359003842273017e-05	69.0	Chignahuapan	2016.0	8583097.0		63849.0	URB				110000000.0	32000000.0									20000000.0	3900000.0					530000.0				980000.0					120000000.0	18000000.0														POINT (-98.12669 19.82662)	142000000.0	163410000.0	9548.0463	140098.018385646	110399.22691921913	82966.04648797955	1367.2951301633925	1056.2493880996276	768.9321760827611
711	chignautla, puebla	Puebla	Chignautla	1520164.0	16662.0	1503502.0	123190.96550759712	186.0	753721.1685636189	10548	10734	876912.134071216	Puebla	Chignautla	181.39027406139078	33738.59097541869	148588742.5453986	0.00022706020925582888																																																			None				33865.615869370566	19270.311337974446	20055.217717841246			
712	chilchotla, puebla	Puebla	Chilchotla	1147281.0		1147281.0	71133.01600442384	144.0	687108.8229754423	9019	9163	758241.8389798661	Puebla	Chilchotla	109.57598594780806	19942.829442501068	146730321.9951967	0.00013591484821490345																																																			None					16745.13236735795				
713	coatepec, puebla	Puebla	Coatepec	47306.0		47306.0	2921.562757890779	6.0	17175.24882614899	198	204	20096.81158403977	Puebla	Coatepec	52.06441588699817	833.0306541919707	12155096.857194746	6.853344436320884e-05																																																			None					441.4017285688651				
714	cohuecan, puebla	Puebla	Cohuecan	425898.0		425898.0	17224.612419509547	29.0	213991.99298984645	2940	2969	231216.605409356	Puebla	Cohuecan	72.01250309631473	4392.762688875198	47914957.1598441	9.167831819656981e-05																																																			None					5116.652726285314				
715	coronango, puebla	Puebla	Coronango	4076958.0	292170.0	3784788.0	965913.246122517	815.0	1576455.5173236576	16839	17654	2542368.7634461746	Puebla	Coronango	921.4583130608435	42387.0824007988	36934733.97429134	0.0011476211641405784	388.0	Coronango	2016.0	8583080.0		38834.0	URB				55000000.0	35000000.0									10000000.0	4300000.0					590000.0				500000.0					63000000.0	20000000.0														POINT (-98.2913 19.13139)	90000000.0	98390000.0	5748.9277	90247.02644126953	54447.680132398746	53444.28905851981	1469.806251716638	847.0927966688247	829.6392622665928
716	cuapiaxtlademadero, puebla	Puebla	CuapiaxtladeMadero	1318386.0	20545.0	1297841.0	226022.34757404865	244.0	290808.8175943901	3563	3807	516831.1651684387	Puebla	CuapiaxtladeMadero	351.2998976871885	10187.697032928467	23383920.233407266	0.00043567104793549064																																																			None				29356.254822291838	10999.256865408788	17384.774105761226			
717	cuautempan, puebla	Puebla	Cuautempan	477434.0		477434.0	48021.39959017745	82.0	350423.50989549403	4441	4523	398444.90948567144	Puebla	Cuautempan	125.59383341710861	9168.349839448929	61596288.87776205	0.0001488458153322116																																																			None					8774.47250415973				
718	cuautinchán, puebla	Puebla	Cuautinchán	1596985.0	226069.0	1370916.0	138800.55975308505	191.0	550713.9026110205	6935	7126	689514.4623641055	Puebla	Cuautinchán	60.56148346505984	11991.173726081848	161206449.47045675	7.438395774779093e-05																																																			None				35090.0332623702	15054.297617769902	20780.317697975628			
719	cuautlancingo, puebla	Puebla	Cuautlancingo	8685461.0	1497850.0	7187611.0	4313671.382269501	2671.0	2484088.2338686604	23032	25703	6797759.616138162	Puebla	Cuautlancingo	2404.303443784299	110597.95841407776	38230162.84057744	0.0028929502308237425	8.0	Cuautlancingo	2016.0	8583086.0		98782.0	URB				150000000.0	110000000.0									28000000.0	14000000.0					1900000.0				1400000.0					170000000.0	63000000.0														POINT (-98.2641 19.11621)	260000000.0	278300000.0	16261.069	190216.28598090087	141539.950824262	112646.08455788948	1069.7649519899392	770.422177190577	592.7348045684419
720	cuetzalandelprogreso, puebla	Puebla	CuetzalandelProgreso	1471721.0	3139.0	1468582.0	208035.7381835957	351.0	1362752.690679848	17496	17847	1570788.4288634437	Puebla	CuetzalandelProgreso	211.2471249584566	48164.34449052811	182684684.7295452	0.00026364741281861045	408.0	Cuetzalan del Progreso	2016.0	8583088.0		49808.0	URB				82000000.0	15000000.0									15000000.0	1800000.0					250000.0				750000.0					94000000.0	8100000.0														POINT (-97.49268 20.03857)	97000000.0	119900000.0	7005.7570000000005	32816.75637698604	34547.87113004179	19434.083126451133	368.42555882235195	393.1354474618773	177.4016159345968
721	cuyoaco, puebla	Puebla	Cuyoaco	1951443.0	21296.0	1930147.0	365564.2011676018	396.0	625603.8804740409	7829	8225	991168.0816416426	Puebla	Cuyoaco	43.4776775932567	16260.651419878006	302842361.0117621	5.369345082885039e-05																																																			None				43473.69723516012	21252.67615792973	25745.123502661823			
722	domingoarenas, puebla	Puebla	DomingoArenas	711876.0		711876.0	54188.793325405655	109.0	332605.1239314902	3783	3892	386793.91725689586	Puebla	DomingoArenas	437.83866099307414	8318.934558868408	16242677.536683448	0.000512165222764561																																																			None					8500.21809425311				
723	epatlán, puebla	Puebla	Epatlán	515796.0	3977.0	511819.0	18655.804647658148	22.0	71755.10873748678	952	974	90410.91338514493	Puebla	Epatlán	69.75274980618404	4533.928737401962	52634028.782780536	8.61406364333877e-05																																																			None				11494.61479320264	1972.8937980946555	6807.110880534603			
724	esperanza, puebla	Puebla	Esperanza	1097879.0	6495.0	1091384.0	174182.16283172125	204.0	437908.9756496033	5561	5765	612091.1384813245	Puebla	Esperanza	142.6852604523301	13697.78500342369	79620871.3651276	0.00017203761738059873																																																			None				24471.048266222762	13244.898672495172	14491.754783257118			
725	franciscoz.mena, puebla	Puebla	FranciscoZ.Mena	1594055.0	9734.0	1584321.0	80625.73748916021	151.0	714546.1201412827	7954	8105	795171.8576304428	Puebla	FranciscoZ.Mena	30.583776628043665	16117.650282979012	430932526.1574897	3.7401795651620445e-05																																																			None				35529.797434779	17546.625699449192	21040.74604087612			
726	generalfelipeángeles, puebla	Puebla	GeneralFelipeÁngeles	2032454.0	5188.0	2027266.0	110312.638518341	168.0	644893.5512915796	8341	8509	755206.1898099206	Puebla	GeneralFelipeÁngeles	183.31299561208434	20347.74251294136	91686695.64268662	0.0002219268823062269																																																			None				45318.11161396536	16585.948638400645	26837.385697790283			
727	guadalupevictoria, puebla	Puebla	GuadalupeVictoria	1478821.0	64114.0	1414707.0	194609.70453113364	240.0	317300.6904889429	4273	4513	511910.39502007654	Puebla	GuadalupeVictoria	64.74259707021884	18063.184582591057	229020961.70154506	7.887131574502158e-05																																																			None				32832.74082668004	10962.85216400282	19443.54911755992			
728	hermenegildogaleana, puebla	Puebla	HermenegildoGaleana	293702.0		293702.0	26084.394225769574	47.0	189459.61314627575	2252	2299	215544.00737204534	Puebla	HermenegildoGaleana	122.61491460184897	7602.124705314636	50450341.20746523	0.0001506852981242025																																																			None					4746.417287233266				
729	honey, puebla	Puebla	Honey	484104.0		484104.0	147124.26377711393	197.0	505049.96600143483	5934	6131	652174.2297785488	Puebla	Honey	103.67557812944243	8190.370672225952	64124662.71386517	0.00012772575052398698																																																			None					14202.05629373456				
730	huaquechula, puebla	Puebla	Huaquechula	3562697.0	40838.0	3521859.0	395816.48718283686	563.0	1506343.9330131384	18282	18845	1902160.420195975	Puebla	Huaquechula	87.00885169422418	24797.52273285389	232611140.68885338	0.00010660505193095498																																																			None				79364.18704556629	41500.08412479474	46999.47156838435			
731	huatlatlauca, puebla	Puebla	Huatlatlauca	1205010.0		1205010.0	5475.539304735641	11.0	94639.45734243016	1197	1208	100114.99664716581	Puebla	Huatlatlauca	31.166608004902418	6482.654465019703	169038249.5001787	3.8350222415269684e-05																																																			None					2220.100004009109				
732	huauchinango, puebla	Puebla	Huauchinango	4497401.0	34204.0	4463197.0	1079566.193316221	1694.0	3010978.05520745	33819	35513	4090544.2485236707	Puebla	Huauchinango	324.08219452661183	102085.89127588272	252152674.79103324	0.00040485745931699704	113.0	Huauchinango	2016.0	8583115.0		105863.0	URB				180000000.0	72000000.0									32000000.0	8800000.0					1200000.0				1600000.0					200000000.0	40000000.0														POINT (-98.0453 20.17605)	252000000.0	283600000.0	16570.748	100226.56532004324	88711.58115751247	59354.1719825296	504.8403205458393	435.3504932759371	258.1864378272459
733	huehuetla, puebla	Puebla	Huehuetla	390719.0		390719.0	64961.60897506074	123.0	385932.1984268401	4306	4429	450893.8074019009	Puebla	Huehuetla	265.4562292756705	15396.461297988892	47883843.279465795	0.00032153770966399044																																																			None					9904.697617627719				
734	huehuetlánelgrande, puebla	Puebla	HuehuetlánelGrande	750681.0	31.0	750650.0	23993.07544467989	49.0	251034.21597679082	3581	3630	275027.2914214707	Puebla	HuehuetlánelGrande	34.46720604194535	7755.121359437704	181533103.58065093	4.272014969430787e-05																																																			None				16742.514927390843	6077.967717675395	9914.917340000857			
735	huejotzingo, puebla	Puebla	Huejotzingo	6839197.0	405096.0	6434101.0	2145423.14816267	1661.0	2713949.600926852	31652	33313	4859372.749089522	Puebla	Huejotzingo	312.2546184415636	66510.23372805305	173829476.38536185	0.0003826176958653824	162.0	Huejotzingo	2016.0	8583118.0		68140.0	URB				110000000.0	54000000.0									19000000.0	6600000.0					900000.0				960000.0					120000000.0	30000000.0														POINT (-98.41719 19.17621)	164000000.0	177460000.0	10368.9878	151590.1242804239	103370.28601796803	89771.67159886702	1361.9568197430406	896.9178092577948	765.7708286518287
736	hueyapan, puebla	Puebla	Hueyapan	643832.0	11.0	643821.0	51990.97049329198	79.0	424137.628169608	5769	5848	476128.5986629	Puebla	Hueyapan	130.04714779231858	11964.33759689331	75291864.2638865	0.00015890611441045122																																																			None				14359.48717453128	10497.798835997091	8503.688304757423			
737	hueytamalco, puebla	Puebla	Hueytamalco	1404155.0		1404155.0	217923.38660116444	372.0	913621.5219047508	10715	11087	1131544.9085059152	Puebla	Hueytamalco	67.41200659712966	26425.50658607483	320338655.8322508	8.249240641102293e-05																																																			None					24728.249429554				
738	hueytlalpan, puebla	Puebla	Hueytlalpan	180765.0		180765.0	18233.4856441318	36.0	127823.11903013247	1683	1719	146056.60467426426	Puebla	Hueytlalpan	135.25123559951783	6762.561779975891	42197764.757840134	0.00016025876770450124																																																			None					3214.9567501779306				
739	huitzilandeserdán, puebla	Puebla	HuitzilandeSerdán	467576.0		467576.0	37578.013289636685	58.0	287524.79897155706	4713	4771	325102.81226119376	Puebla	HuitzilandeSerdán	176.78312440978155	15910.48119688034	69929285.65933941	0.00022752243279572834																																																			None					7163.093029935591				
740	huitziltepec, puebla	Puebla	Huitziltepec	692483.0	11346.0	681137.0	68514.68755045824	92.0	247095.74391567396	2925	3017	315610.43146613217	Puebla	Huitziltepec	97.68402612795595	5958.725593805313	50889058.117423415	0.00011709247162830004																																																			None				15418.09441199772	6879.149687507979	9130.595510785048			
741	ixtacamaxtitlán, puebla	Puebla	Ixtacamaxtitlán	2676721.0		2676721.0	235533.7473661653	370.0	1499911.7115251794	21019	21389	1735445.4588913447	Puebla	Ixtacamaxtitlán	36.02302704911301	24855.888663887978	563975225.3403518	4.407266054796604e-05																																																			None					38156.04546658067				
742	ixtepec, puebla	Puebla	Ixtepec	196378.0		196378.0	20812.467854629118	36.0	132646.0082781136	1770	1806	153458.4761327427	Puebla	Ixtepec	268.54250091552734	6713.562522888184	19797358.265999723	0.0003391140591933498																																																			None					3374.020588518595				
743	izúcardematamoros, puebla	Puebla	IzúcardeMatamoros	6666766.0	198830.0	6467936.0	914850.8870778824	1249.0	1881997.8082798338	19789	21038	2796848.695357716	Puebla	IzúcardeMatamoros	114.68658667437055	75693.14720508456	539682030.5544249	0.00014025508154741348	112.0	Izúcar de Matamoros	2016.0	8583129.0		77598.0	URB				140000000.0	76000000.0									25000000.0	9400000.0					1300000.0				1300000.0					160000000.0	42000000.0														POINT (-98.45644 18.54761)	216000000.0	239000000.0	13964.77	148225.96428052106	60242.620155433106	87779.41604692457	961.4278952000001	331.3899917824146	528.5775995374399
744	jalpan, puebla	Puebla	Jalpan	778240.0		778240.0	59914.337980234675	105.0	380948.7654896834	4724	4829	440863.10346991813	Puebla	Jalpan	55.85753867476005	14187.814823389053	207351765.5499536	6.84238920549294e-05																																																			None					9692.765522627158				
745	jonotla, puebla	Puebla	Jonotla	275835.0		275835.0	24468.30305086447	46.0	141374.29372174502	1734	1780	165842.5967726095	Puebla	Jonotla	111.85206712995257	3914.82234954834	30189130.84055918	0.00012967655048514232																																																			None					3641.6902150518235				
746	jopala, puebla	Puebla	Jopala	577307.0		577307.0	52841.67853645715	92.0	304169.2831098431	3676	3768	357010.9616463002	Puebla	Jopala	61.48950335343311	12851.306200867519	171160215.47308254	7.508348926382706e-05																																																			None					7839.108253348331				
747	juanc.bonilla, puebla	Puebla	JuanC.Bonilla	1776044.0	5264.0	1770780.0	221771.61558922526	275.0	825130.783533946	9592	9867	1046902.3991231713	Puebla	JuanC.Bonilla	834.8522608365331	23375.863303422928	22632693.734654017	0.00103283610768925																																																			None				39599.171052392165	22831.46565962099	23450.62909722664			
748	juangalindo, puebla	Puebla	JuanGalindo	433495.0	8955.0	424540.0	103777.21672417881	186.0	333346.5009110085	3502	3688	437123.71763518726	Puebla	JuanGalindo	394.0406479239464	12609.300733566284	23225941.24678486	0.0005428972974480324																																																			None				9647.416311373801	9506.951454431288	5713.1999395955645			
749	lamagdalenatlatlauquitepec, puebla	Puebla	LaMagdalenaTlatlauquitepec	77815.0		77815.0	2985.8538273750883	5.0	25461.84890907816	318	323	28447.702736453244	Puebla	LaMagdalenaTlatlauquitepec	38.12324393242598	571.8486589863896	11289915.921276547	5.065127703109864e-05																																																			None					627.5032002654722				
750	lafragua, puebla	Puebla	Lafragua	677205.0	269.0	676936.0	43741.740437746615	89.0	319676.7740018951	4148	4237	363418.51443964173	Puebla	Lafragua	34.01631769994358	7551.622529387474	181031152.03722012	4.171449192255516e-05																																																			None				15103.209421467	8003.264281761985	8944.120619392756			
751	libres, puebla	Puebla	Libres	3342793.0	28133.0	3314660.0	366714.04600352177	476.0	1019048.3011454486	12931	13407	1385762.3471489702	Puebla	Libres	100.72719759600503	34549.428775429726	275720725.93538105	0.000125305882095809																																																			None				74489.28892769052	30050.705634892543	44112.55690297832			
752	losreyesdejuárez, puebla	Puebla	LosReyesdeJuárez	2575820.0	23969.0	2551851.0	181424.02251758496	299.0	758461.209384766	8826	9125	939885.231902351	Puebla	LosReyesdeJuárez	683.134017883203	26642.226697444916	30712259.86054526	0.0008674785515106643																																																			None				57393.060279267615	20538.846636740884	33988.170297382276			
