	municipality	NAME_x	LABEL_x	FIPSCODE_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	NAME_y	LABEL_y	FIPSCODE_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
30	city of royal oak-70040	Royal Oak	City of Royal Oak	70040	7778956.0	557176.0	7221780.0	1382717.8594745118	1181	2709922.746570703	24234	25415	4092640.606045215	Royal Oak	City of Royal Oak	70040	1163.4596788088481	55846.06458282471	30651390.7189024	0.0018219749013993355	294.0	Royal Oak	2015.0	5007804.0		59006.0	URB				756000000.0	972000000.0		158400000.0							1902892320.0	1141735392.0		304462771.2		17912568.6376	55017175.1012		12410851.12748																						POINT (-83.14465 42.48948)	1886400000.0	3434431078.06628	179036.89209959516	286799.2379688196	156903.66621392354	169842.50872513498	60.19002262912277	12.362382761514475	5.135468599033493
31	city of frankfort-30260	Frankfort	City of Frankfort	30260	348956.0	31241.0	317715.0	95392.61315236396	92	110800.09151460395	756	848	206192.7046669679	Frankfort	City of Frankfort	30260	223.8979461669922	1119.489730834961	4112295.8066279166	0.00027222986464899826	58.0	Frankfort	2015.0	4993326.0		1290.0	RUR				24120000.0	15120000.0		13680000.0							59941108.08	14271692.4		29494830.96		562966.442896	1061959.426372		626939.902316																						POINT (-86.23454 44.63361)	52920000.0	105959497.211584	5523.668589639874	12899.99737747188	8047.025349872807	7639.3784469388465	133.5403938184662	45.68262413436082	38.30262121929567
32	city of crystal falls-19140	Crystal Falls	City of Crystal Falls	19140	395600.0	18301.0	377299.0	56938.79864903306	65	148812.28351386273	1264	1329	205751.08216289576	Crystal Falls	City of Crystal Falls	19140	88.94352618604898	1423.0964189767838	9407023.909059403	0.00015128019581264968	449.0	Crystal Falls	2015.0	4990121.0		1392.0	RUR				25560000.0	9360000.0		1656000.0	1188000.0						65649785.04	7611569.28		2664049.248	323491.6944	626939.902316	716502.745504		281483.221448	486198.291592																					POINT (-88.33402 46.09801)	36576000.0	77550329.43726799	4042.69867356478	14529.836906399878	7818.679181447489	8604.569415970007	259.4093470633992	93.40247227857613	112.84221533094501
33	city of essexville-26420	Essexville	City of Essexville	26420	654671.0	63662.0	591009.0	87098.76797311506	86	254358.32499768885	1796	1882	341457.0929708039	Essexville	City of Essexville	26420	559.0051531110491	3913.0360717773438	3633103.6046788706	0.001077050504901089	355.0	Essexville	2015.0	4992251.0		3359.0	URB				43200000.0	29520000.0		3564000.0	9360.0						114173539.2	33300615.6		6089255.424	2568.904632	1061959.426372	1663309.94492		550171.751012	3838.4075652																					POINT (-83.84192 43.6153)	76284000.0	156838851.346304	8176.009320682827	24229.366628814358	12934.78433899282	14348.630917583861	196.34710136057942	58.20412907641549	75.49675342573512
34	city of walker-82960	Walker	City of Walker	82960	5125064.0	1320778.0	3804286.0	2160756.925319278	1194	1257408.5212907817	7381	8575	3418165.4466100596	Walker	City of Walker	82960	237.80089928558388	25920.29802212864	66002395.25808223	0.00039271753579207575	113.0	Walker	2015.0	5013924.0		24775.0	URB				244800000.0	612000000.0		684000000.0	6480000.0						589896619.2	732613543.2		1332024624.0	1712603.088	5373770.59128	29427791.3332		34545668.0868	2558938.3768																					POINT (-85.76809 43.00141)	1540800000.0	2723882016.41128	141995.96951552003	194217.66375400583	136597.59107497355	115015.70047512224	36.77688487684716	3.8017828667710494	19.000728775931115
35	city of center line-14320	Center Line	City of Center Line	14320	1430200.0	430979.0	999221.0	495572.16103164456	238	389319.25544124166	3393	3631	884891.4164728862	Center Line	City of Center Line	14320	1320.9445299421038	9246.611709594727	4535759.485161128	0.0020386027389338634	489.0	Center Line	2015.0	4988400.0		8297.0	URB				97200000.0	129600000.0		46800000.0							237861540.0	161745847.2		104659077.6		2175097.62028	6781186.69852		2303044.53912																						POINT (-83.0277 42.48504)	273600000.0	515525793.65791994	26874.359623387365	54542.788287806514	35010.10798413611	32300.239224039015	102.95474590710153	30.273273390554124	20.189800526185515
36	city of hazel park-37420	Hazel Park	City of Hazel Park	37420	2078734.0	263780.0	1814954.0	348139.43675778265	259	767948.7922929581	7848	8107	1116088.2290507408	Hazel Park	City of Hazel Park	37420	1485.6348449707032	14856.348449707031	7299991.2610186655	0.0020351186622700047	216.0	Hazel Park	2015.0	4995664.0		16530.0	URB				216000000.0	104400000.0		46800000.0							551838772.8	104659077.6		104659077.6		5245823.67244	6525292.86084		3198672.971																						POINT (-83.10409 42.46254)	367200000.0	776126717.50428	40459.485783498116	77274.1236396636	42628.88531705272	45761.736019408774	90.99136368950286	5.361905846167282	13.105085576923582
37	city of harrisville-36860	Harrisville	City of Harrisville	36860	131876.0	3768.0	128108.0	34823.52252224043	54	53548.983452936096	358	412	88372.50597517654	Harrisville	City of Harrisville	36860	134.62687174479166	403.880615234375	1637278.8653012002	0.0002466779629260502	411.0	Harrisville	2015.0	4995424.0		469.0	RUR				8280000.0	3960000.0		1692000.0							19980369.36	3805784.64		3805784.64		191920.37826	255893.83768		75488.6821156																						POINT (-83.29469 44.6564)	13932000.0	28115241.5380556	1465.6475413788382	4830.74650163664	3415.4368044243006	2860.7680782692178	229.5981035858058	133.03261582325297	95.1879969435142
38	city of wayland-84880	Wayland	City of Wayland	84880	797205.0	118549.0	678656.0	211880.35476404737	175	199529.72205076084	1313	1488	411410.0768148082	Wayland	City of Wayland	84880	353.5467068354289	4242.5604820251465	7785809.549843786	0.0005449093578342497	530.0	Wayland	2015.0	5014219.0		4206.0	URB				36000000.0	39600000.0		34200000.0	612000.0						84678708.24	42815077.2		59941108.08	161745.8472	767681.51304	2303044.53912		2303044.53912	243099.145796																					POINT (-85.64474 42.67392)	109800000.0	192808664.11128	10051.115660121026	29730.987212397118	16174.907805274925	17606.69062718157	195.79788172529223	60.926491667494766	75.17150555771805
39	city of iron river-40980	Iron River	City of Iron River	40980	879294.0	61086.0	818208.0	155942.8523665237	152	259730.93862531666	2199	2351	415673.79099184036	Iron River	City of Iron River	40980	98.12994285866067	2649.508457183838	17492482.409141827	0.00015146554932644473	186.0	Iron River	2015.0	4997238.0		2864.0	URB				50400000.0	43200000.0		13680000.0	2052000.0						123688000.8	49475200.32		29494830.96	551838.7728	1202701.037096	2558938.3768		806065.588692	831654.97246																					POINT (-88.64235 46.09273)	107280000.0	207225737.08258802	10802.677674115313	32407.885501130877	16021.682683115998	19191.949793769705	199.99863440140012	48.31214228955596	77.65919129250916
40	city of brighton-10620	Brighton	City of Brighton	10620	1077350.0	155158.0	922192.0	708120.8651186294	542	302860.78807815607	2003	2545	1010981.6531967855	Brighton	City of Brighton	10620	534.7916052682059	7487.082473754883	9499544.173094805	0.0007881517615298068	350.0	Brighton	2015.0	4986994.0		7604.0	URB				90000000.0	198000000.0		93600000.0	3600000.0						218832616.8	228347078.4		209318155.2	951446.16	1663309.94492	10619594.26372		5501717.51012	1407416.10724																					POINT (-83.78022 42.52948)	381600000.0	674282472.1187601	35150.34527155096	40150.849696439036	40782.15540159489	23777.333190231195	14.226046390887792	16.02206204956414	32.35533532731626
41	city of potterville-66100	Potterville	City of Potterville	66100	369442.0	37968.0	331474.0	110718.9365864875	55	175612.06080257747	1241	1296	286330.997389065	Potterville	City of Potterville	66100	281.48052300347223	2533.32470703125	4864784.254946228	0.0005207475962485928	518.0	Potterville	2015.0	5006376.0		2631.0	URB				31320000.0	19440000.0		5400000.0	2664.0						68504123.52	20931815.52		12368800.08	723.0990816	601350.518548	1061959.426372		268688.529564	1087.54881014																					POINT (-84.73887 42.6292)	56160000.0	103736737.59448399	5407.79613080045	13684.31734343544	11054.52222277896	8103.852730782466	153.04795174314233	104.41825015956536	49.85499702228886
42	city of dearborn heights-21020	Dearborn Heights	City of Dearborn Heights	21020	7853418.0	453248.0	7400170.0	945158.3570085482	960	3435542.3307220857	29923	30883	4380700.687730634	Dearborn Heights	City of Dearborn Heights	21020	1125.304648659446	61891.75567626953	30489777.402569745	0.0020299182528978766	72.0	Dearborn Heights	2015.0	4990512.0		55761.0	URB				612000000.0	468000000.0		50400000.0	13320000.0						1617458472.0	475723080.0		76115692.8	3615495.408	15353630.2608	30707260.5216		6653239.77968	5373770.59128																					POINT (-83.27326 42.33698)	1130400000.0	2222011375.36208	115833.45299762522	288941.4995706627	164995.13190980104	171111.15604574644	149.44564121436184	42.44169334499915	47.721708727145085
43	city of clio-16620	Clio	City of Clio	16620	501895.0	28699.0	473196.0	110256.9039150988	110	141614.06468712227	990	1100	251870.96860222108	Clio	City of Clio	16620	472.3470092773438	2361.7350463867188	2897289.1817757306	0.0008151533720701038	107.0	Clio	2015.0	4989153.0		2515.0	URB				33120000.0	21960000.0		1944000.0							77067138.96	24737600.16		3710640.024		729297.437388	1266674.496516		217509.762028																						POINT (-83.73413 43.17753)	57024000.0	107728860.839932	5615.905515585655	18464.15360408112	9795.101984500187	10934.471764336837	228.78319538742426	74.41714354552677	94.70540830843261
44	city of wayne-84940	Wayne	City of Wayne	84940	3380418.0	802443.0	2577975.0	1112715.224393351	485	767405.8738229688	7215	7700	1880121.09821632	Wayne	City of Wayne	84940	711.2461470144766	19203.64596939087	15602625.825532041	0.0012307957765651306	182.0	Wayne	2015.0	5014224.0		16954.0	URB				190800000.0	295200000.0		262800000.0							475723080.0	352035079.2		589896619.2		4478142.1594	15353630.2608		10619594.26372																						POINT (-83.38632 42.28143)	748800000.0	1448106145.08392	75489.77334322475	127723.85442597924	74715.6021605547	75638.0665910649	69.1935857924291	1.0255312055981034	0.19644150627650334
45	city of grand rapids-34000	Grand Rapids	City of Grand Rapids	34000	22375460.0	3398555.0	18976905.0	6977556.29244611	4494	7765604.208107959	59187	63681	14743160.50055407	Grand Rapids	City of Grand Rapids	34000	1013.054176102985	189441.1309312582	117458772.64579317	0.0016128308398261056	524.0	Grand Rapids	2015.0	4994358.0		196445.0	URB				1908000000.0	3600000000.0		1908000000.0	12600000.0						4757230800.0	4281507720.0		3996073872.0	3425206.176	43501952.4056	179125686.376		87003904.8112	5117876.7536																					POINT (-85.66809 42.96336)	7416000000.0	13344443935.5928	695645.8623624527	834864.0223124214	576242.6963488664	494406.47401341586	20.01279206594803	17.16436084419252	28.928424538545585
46	city of au gres-04120	Au Gres	City of Au Gres	04120	400093.0	9260.0	390833.0	82741.69051010956	90	107955.64253426601	767	857	190697.33304437558	Au Gres	City of Au Gres	04120	76.07882556915283	760.7882556915283	6119720.259568355	0.00012431748894110224	385.0	Au Gres	2015.0	4984524.0		854.0	RUR				14040000.0	6480000.0		4320000.0							35203507.92	5613532.344		9038738.52		332661.988984	460608.907824		255893.83768																						POINT (-83.69582 44.04863)	24840000.0	50904943.518488	2653.674705618779	14643.811199698199	7412.033948822456	8672.064992461274	451.8314346778077	179.3120774422173	226.7945756161977
47	city of fenton-27760	Fenton	City of Fenton	27760	2167704.0	330158.0	1837546.0	663054.24429034	492	594127.792172868	4030	4522	1257182.036463208	Fenton	City of Fenton	27760	420.6032734623662	11356.288383483887	18156711.51106869	0.0006254595374586895	497.0	Fenton	2015.0	4992612.0		11367.0	URB				126000000.0	133200000.0		93600000.0	3960000.0						304462771.2	152231385.6		199803693.6	1141735.392	2686885.29564	7932708.96808		4861982.91592	1663309.94492																					POINT (-83.70495 42.79781)	352800000.0	671979427.57964	35030.28755972663	80885.51213707222	49513.15296654131	47900.400287574164	130.90165046222484	41.3438381917973	36.73995740372954
48	city of harbor beach-36460	Harbor Beach	City of Harbor Beach	36460	402093.0	20663.0	381430.0	125352.6894552746	100	146974.5177575428	1049	1149	272327.20721281745	Harbor Beach	City of Harbor Beach	36460	205.69210839271545	1645.5368671417236	4606288.5670806	0.00035723703436683327	149.0	Harbor Beach	2015.0	4995269.0		1616.0	RUR				28440000.0	15840000.0		15480000.0	468000.0						70407015.84	16174584.72		34252061.76	123688.0008	678118.669852	985191.275068		754886.821156	191920.37826																					POINT (-82.65132 43.84474)	59760000.0	123251859.08607599	6425.119414157141	14779.694510277839	10624.526426028042	8752.535088986535	130.02988049859718	65.35920566111044	36.223695231269225
49	city of grand blanc-33280	Grand Blanc	City of Grand Blanc	33280	1042076.0	201446.0	840630.0	460795.7687985301	390	416877.6885032851	2049	2439	877673.4573018152	Grand Blanc	City of Grand Blanc	33280	470.9296888463637	8005.804710388184	9383282.904631013	0.0008531986930114842	47.0	Grand Blanc	2015.0	4994320.0		7954.0	URB				86400000.0	100800000.0		7200000.0							209318155.2	114173539.2		13320246.24		1919203.7826	5501717.51012		857244.356228																						POINT (-83.62995 42.92753)	194400000.0	345090106.288948	17989.547240842858	39119.76945932327	34554.903474675164	23166.72747381124	117.4583325282755	92.0832304007234	28.77882452324474
50	city of houghton-39360	Houghton	City of Houghton	39360	873927.0	188634.0	685293.0	286247.1527531271	247	201949.24445063277	1376	1623	488196.3972037599	Houghton	City of Houghton	39360	285.04119473411924	5985.865089416504	12077155.040212907	0.0004956353602719818	252.0	Houghton	2015.0	4996572.0		7987.0	URB				64800000.0	136800000.0		19800000.0	13680000.0						152231385.6	152231385.6		40912184.88	3710640.024	1535363.02608	7804762.04924		1535363.02608	5629664.42896																					POINT (-88.56901 47.12187)	221400000.0	356250444.1814	18571.335655176383	32916.111131774516	19386.0102955742	19492.921012236868	77.24148517341465	4.386731549761978	4.962407519696149
51	city of hudson-39720	Hudson	City of Hudson	39720	416509.0	51737.0	364772.0	133008.96537048416	98	145268.09027473672	1059	1157	278277.05564522085	Hudson	City of Hudson	39720	265.7502059936523	1860.2514419555662	5656169.176263249	0.0003288889324177786	444.0	Hudson	2015.0	4996718.0		2236.0	RUR				26640000.0	12600000.0		36000000.0							68504123.52	12368800.08		83727262.08		665323.977968	818860.280576		1407416.10724																						POINT (-84.35384 41.85505)	75240000.0	167491786.045784	8731.346806566718	15477.00047586576	10883.79429411177	9165.479681807703	77.25788264676113	24.651952731120794	4.972118103411945
52	city of sandusky-71540	Sandusky	City of Sandusky	71540	610687.0	103059.0	507628.0	250810.13452025142	214	153408.6215315272	1030	1244	404218.7560517786	Sandusky	City of Sandusky	71540	240.16605453491212	2401.660545349121	5606541.923481182	0.00042836753530559453	446.0	Sandusky	2015.0	5008920.0		2563.0	URB				25920000.0	43200000.0		36000000.0							62795446.56	46620861.84		80872923.6		601350.518548	2686885.29564		1407416.10724																						POINT (-82.82966 43.4203)	105120000.0	194984883.921428	10164.561998824041	22842.570553751517	16127.482531332	13527.370281931648	124.72754415187019	58.663821748520206	33.08365164673752
53	city of holland-38640	Holland	City of Holland	38640	6477581.0	2109375.0	4368206.0	2692959.032939614	1443	1506967.0649512722	10923	12366	4199926.0978908865	Holland	City of Holland	38640	475.88025586632364	34263.3784223753	45206614.04726105	0.0007579284391119142	440.0	Holland	2015.0	4996248.0		33543.0	URB				295200000.0	792000000.0		756000000.0	2844000.0						732613543.2	951446160.0		1712603088.0	770671.3896	6397345.942	38384075.652		30707260.5216	1164316.961444																					POINT (-86.10893 42.78752)	1843200000.0	3472151473.3156	181003.2563039422	247900.9052642148	168048.35446268512	146806.916097468	36.95936212768321	7.157275568293151	18.89266574798601
54	city of flushing-29200	Flushing	City of Flushing	29200	1346455.0	119210.0	1227245.0	180785.56365499584	245	567080.1059310284	3270	3515	747865.6695860242	Flushing	City of Flushing	29200	455.4816376535516	8654.15111541748	9668517.688579315	0.0008950856164476971	372.0	Flushing	2015.0	4993022.0		8029.0	URB				93600000.0	61200000.0		10080000.0							237861540.0	64698338.88		19028923.2		2175097.62028	3710460.64636		1253879.804632																						POINT (-83.85107 43.06308)	164880000.0	328728240.151272	17136.603159085807	49767.58221334379	28274.9234605185	29472.36218674219	190.41684487486702	64.99724710919251	71.98485553489623
55	city of mt clemens-55820	Mt Clemens	City of Mt Clemens	55820	2049402.0	291118.0	1758284.0	773431.3139919359	519	720148.8885188842	5934	6453	1493580.2025108202	Mt Clemens	City of Mt Clemens	55820	880.1609047337582	16723.057189941406	10876223.245242711	0.001537579434778163	345.0	Mount Clemens	2015.0	5002656.0		16349.0	URB				183600000.0	327600000.0		198000000.0							456694156.8	361549540.8		437665233.6		4222248.32172	19192037.826		9340125.07532																						POINT (-82.87798 42.59726)	709200000.0	1288663342.4230402	67178.02004051307	76355.17657142543	58744.57438900195	45217.53556559813	13.660951194122548	12.55387647094267	32.68998470284063
56	city of lansing-46000	Lansing	City of Lansing	46000	16291326.0	3411267.0	12880059.0	3995974.7652810174	2776	4866133.01290807	44961	47737	8862107.778189087	Lansing	City of Lansing	46000	690.9894535709408	109176.33366420865	103054405.97279742	0.0010594048127648922	333.0	Lansing	2015.0	4998830.0		116020.0	URB				1368000000.0	1908000000.0		720000000.0	648000000.0						3330061560.0	2283470784.0		1427169240.0	171260308.8	30707260.5216	101078065.8836		39663544.8404	268688529.564																					POINT (-84.55553 42.73253)	3996000000.0	7212150455.2456	375969.4032319531	613025.8864697308	345285.14814131055	363033.92996737454	63.0520678544489	8.16137026759914	3.4405654165953656
57	city of huntington woods-40000	Huntington Woods	City of Huntington Woods	40000	1213445.0	30529.0	1182916.0	72275.47227574115	123	357607.80456572527	2624	2747	429883.27684146643	Huntington Woods	City of Huntington Woods	40000	1118.811510358538	7831.680572509766	3841183.7485936536	0.0020388716304907636	278.0	Huntington Woods	2015.0	4996832.0		6328.0	URB				72000000.0	39600000.0		576000.0							190289232.0	37106400.24		837272.6208		1791256.86376	2942779.13332		118990.6345212																						POINT (-83.16687 42.48059)	112176000.0	233085931.4924012	12150.769608698874	44426.81334763152	16078.162479912553	26309.558864467384	265.6296249401837	32.32217380207763	116.52586388957677
58	city of wyoming-88940	Wyoming	City of Wyoming	88940	11551937.0	2639274.0	8912663.0	3882787.856739709	2132	3236847.6170695643	25060	27192	7119635.473809273	Wyoming	City of Wyoming	88940	728.2017767469957	72820.17767469957	64569736.442778185	0.0011277756683927764	397.0	Wyoming	2015.0	5015618.0		75567.0	URB				720000000.0	1152000000.0		756000000.0	13320000.0						1807747704.0	1427169240.0		1617458472.0	3615495.408	16633099.4492	60135051.8548		40943014.0288	5373770.59128																					POINT (-85.70531 42.91336)	2628000000.0	4970086581.3328	259090.61348487885	435903.97112509573	281106.76090808393	258142.33170028168	68.24382993347467	8.49747010402212	0.3660039133963134
59	city of taylor-79000	Taylor	City of Taylor	79000	10062245.0	2157933.0	7904312.0	2480110.6802628855	1524	3052396.6702301484	27412	28936	5532507.350493034	Taylor	City of Taylor	79000	587.7304147936634	57009.85023498535	61252905.76149065	0.0009307289103470928	315.0	Taylor	2015.0	5011908.0		61177.0	URB				684000000.0	1008000000.0		342000000.0							1712603088.0	1236880008.0		713584620.0		15353630.2608	55017175.1012		25589383.768																						POINT (-83.26965 42.24087)	2034000000.0	3759027905.13	195958.1246944269	378913.3509270471	215477.18072179222	224392.48641899726	93.36445044976668	9.960830181347644	14.510427556351813
60	city of luna pier-49700	Luna Pier	City of Luna Pier	49700	202764.0	37106.0	165658.0	29619.578082334527	49	83912.89536115059	701	750	113532.47344348511	Luna Pier	City of Luna Pier	49700	136.59800946712494	819.5880568027496	3840553.8899224307	0.00021340360799345618	65.0	Luna Pier	2015.0	5000334.0		1377.0	RUR				19080000.0	5760000.0		259200.0							47572308.0	5994110.808		589896.6192		435019.524056	383840.75652		9084.23123764																						POINT (-83.44243 41.80699)	25099200.0	54984259.93901364	2866.3294706207807	7600.26702935448	4304.381023829137	4500.878134783722	165.1567835189734	50.17049044598867	57.02584719993602
61	city of wyandotte-88900	Wyandotte	City of Wyandotte	88900	3758427.0	689582.0	3068845.0	656628.5955554447	528	1365770.0358634915	13497	14025	2022398.6314189362	Wyandotte	City of Wyandotte	88900	878.0312491689941	24584.874976731837	18084156.36126062	0.0013594703831137447	109.0	Wyandotte	2015.0	5015599.0		24955.0	URB				306000000.0	320400000.0		273600000.0							780185851.2	371064002.4		608925542.4		7420921.29272	17912568.6376		12794691.884																						POINT (-83.14992 42.21421)	900000000.0	1798303577.81432	93745.5655114605	140888.16542832876	77387.64369599665	83433.97156665628	50.28781858604824	17.449275308349467	10.999553833342244
62	city of harrison-36800	Harrison	City of Harrison	36800	507869.0	80863.0	427006.0	128118.6787959954	126	104772.62218465001	728	854	232891.3009806454	Harrison	City of Harrison	36800	119.49623374938965	2389.924674987793	10430958.741259104	0.00022911840936869711	255.0	Harrison	2015.0	4995403.0		2076.0	RUR				32040000.0	11520000.0		3600000.0	3960000.0						77067138.96	11417353.92		7801858.512	1046590.776	716502.745504	767681.51304		294277.913332	1535363.02608																					POINT (-84.79947 44.01919)	47160000.0	98064813.56387599	5112.118731084855	18969.95454727464	9201.436110491246	11234.00708289604	271.07812915074805	79.9926135232502	119.75246808307294
63	city of belding-06900	Belding	City of Belding	06900	992664.0	80525.0	912139.0	258010.29157050955	162	290010.9509471371	2048	2210	548021.2425176466	Belding	City of Belding	06900	246.70873767679387	5427.592228889465	12951560.893867424	0.0004190685797153172	396.0	Belding	2015.0	4985552.0		5769.0	URB				61200000.0	32400000.0		54000000.0							152231385.6	33300615.6		114173539.2		1407416.10724	1919203.7826		2558938.3768																						POINT (-85.22891 43.09781)	147600000.0	305591098.66664	15930.463973491942	36650.1507599682	21412.170222073357	21704.219280053167	130.063297722863	34.41021088715868	36.24348491147947
64	city of petoskey-63820	Petoskey	City of Petoskey	63820	1327024.0	239413.0	1087611.0	512502.91547982284	520	345243.4668472742	2232	2752	857746.3823270971	Petoskey	City of Petoskey	63820	263.8673255102975	5541.213835716248	14191292.63457046	0.0003904657580111953	140.0	Petoskey	2015.0	5005484.0		5749.0	URB				86400000.0	165600000.0		39600000.0	612000.0						209318155.2	180774770.4		78018585.12	171260.3088	2047150.70144	9723965.83184		2942779.13332	255893.83768																					POINT (-84.95533 45.37334)	291600000.0	482825406.3866	25169.688434933458	49722.30831799764	34113.48584902254	29445.5509859182	97.54836634762297	35.534001293698275	16.988142551062314
65	city of benton harbor-07520	Benton Harbor	City of Benton Harbor	07520	1523799.0	190476.0	1333323.0	396269.36217158026	325	325077.0380627988	2928	3253	721346.400234379	Benton Harbor	City of Benton Harbor	07520	505.52483375867206	10616.021508932114	11456561.656770742	0.0009266324248914704	120.0	Benton Harbor	2015.0	4985711.0		9919.0	URB				115200000.0	147600000.0		93600000.0	360000.0						285433848.0	171260308.8		209318155.2	95144.616	2814832.21448	7548868.21156		4350195.24056	140741.610724																					POINT (-86.45419 42.11671)	356400000.0	680726207.6666	35486.25720565986	56629.23840232308	28497.001986476767	33535.834981855725	59.58075847258142	19.695667476784067	5.4962748325372885
66	city of ann arbor-03000	Ann Arbor	City of Ann Arbor	03000	11227474.0	2203085.0	9024389.0	3968355.848603251	3251	3617563.2196287652	24330	27581	7585919.068232016	Ann Arbor	City of Ann Arbor	03000	942.892374240286	115975.76203155518	75470110.62088494	0.0015367111705208109	516.0	Ann Arbor	2015.0	4984247.0		120782.0	URB				1080000000.0	2556000000.0		468000000.0	43200000.0						2568904632.0	2949483096.0		837272620.8	11417353.92	23030445.3912	140741610.724		26868852.9564	16633099.4492																					POINT (-83.74088 42.27756)	4104000000.0	6546301257.8716	341258.6845728465	421662.2777648189	298585.9278247921	249708.40089232574	23.560892902290117	12.504518911062409	26.827239223263806
